timestamp	meters	rotations	angle	clock_period
121224	0	0	0	0
121324	0	0	0	0
121424	0	0	0	0
121524	0	0	0	0
121624	0	0	0	0
121779	0	0	0	0
121824	0	0	0	0
121924	0	0	0	0
122024	0	0	0	0
122124	0	0	0	0
122224	0	0	0	0
122324	0	0	0	0
122424	0	0	0	0
122524	0	0	0	0
122624	0	0	0	0
122724	0	0	0	0
122824	0	0	0	0
122924	0	0	0	0
123024	0	0	0	0
123124	0	0	0	0
123224	0	0	0	0
123324	0	0	0	0
123424	0	0	0	0
123524	0	0	0	0
123624	0	0	0	0
123724	0	0	0	0
123824	0	0	0	0
123924	0	0	0	0
124024	0	0	0	0
124124	0	0	0	0
124224	0	0	0	0
124324	0	0	0	0
124424	0	0	0	0
124524	0	0	0	0
124624	0	0	0	0
124724	0	0	0	0
124824	0	0	0	0
124924	0	0	0	0
125024	0	0	0	0
125124	0	0	0	0
125224	0	0	0	0
125324	0	0	0	0
125424	0	0	0	0
125524	0	0	0	0
125624	0	0	0	0
125724	0	0	0	0
125824	0	0	0	0
125924	0	0	0	0
126024	0	0	0	0
126124	0	0	0	0
126224	0	0	0	0
126324	0	0	0	0
126424	0	0	0	0
126524	0	0	0	0
126624	0	0	0	0
126724	0	0	0	0
126824	0	0	0	0
126924	0	0	0	0
127024	0	0	0	0
127124	0	0	0	0
127224	0	0	0	0
127324	0	0	0	0
127424	0	0	0	0
127524	0	0	0	0
127624	0	0	0	0
127724	0	0	0	0
127824	0	0	0	0
127924	0	0	0	0
128024	0	0	0	0
128124	0	0	0	0
128224	0	0	0	0
128324	0	0	0	0
128424	0	0	0	0
128524	0	0	0	0
128624	0	0	0	0
128724	0	0	0	0
128824	0	0	0	0
128924	0	0	0	0
129024	0	0	0	0
129124	0	0	0	0
129224	0	0	0	0
129324	0	0	0	0
129424	0	0	0	0
129524	0	0	0	0
129624	0	0	0	0
129724	0	0	0	0
129824	0	0	0	0
129924	0	0	0	0
130024	0	0	0	0
130124	0	0	0	0
130224	0	0	0	0
130324	0	0	0	0
130426	0	0	0	0
130524	0	0	0	0
130624	0	0	0	0
130724	0	0	0	0
130824	0	0	0	0
130924	0	0	0	0
131024	0	19	0	0
131124	0	0	0	0
131224	0	0	0	0
131324	0	0	0	0
131424	0	0	0	0
131524	0	0	0	0
131624	0	0	0	0
131724	0	0	0	0
131824	0	0	0	0
131924	0	0	0	0
132024	0	0	0	0
132124	0	0	0	0
132224	0	0	0	0
132324	0	0	0	0
132424	0	0	0	0
132524	0	0	0	0
132624	0	0	0	0
132724	0	0	0	0
132824	0	0	0	0
132924	0	0	0	0
133024	0	0	0	0
133124	0	0	0	0
133224	0	0	0	0
133324	0	0	0	0
133424	0	0	0	0
133524	0	0	0	0
133624	0	0	0	0
133724	0	0	0	0
133824	0	0	0	0
133924	0	0	0	0
134024	0	0	0	0
134124	0	0	0	0
134224	0	0	0	0
134324	0	0	0	0
134424	0	0	0	0
134524	0	0	0	0
134624	0	0	0	0
134724	0	0	0	0
134824	0	0	0	0
134924	0	0	0	0
135024	0	0	0	0
135124	0	0	0	0
135224	0	0	0	0
135324	0	0	0	0
135424	0	0	0	0
135524	0	0	0	0
135624	0	0	0	0
135724	0	0	0	0
135824	0	0	0	0
135924	0	0	0	0
136024	0	0	0	0
136124	0	0	0	0
136224	0	0	0	0
136324	0	0	0	0
136424	0	0	0	0
136524	0	0	0	0
136624	0	0	0	0
136724	0	0	0	0
136824	0	0	0	0
136924	0	0	0	0
137025	0	0	0	0
137124	0	0	0	0
137224	0	0	0	0
137324	0	0	0	0
137424	0	0	0	0
137524	0	0	0	0
137624	0	0	0	0
137724	0	0	0	0
137824	0	0	0	0
137924	0	0	0	0
138024	0	0	0	0
138124	0	0	0	0
138224	0	0	0	0
138324	0	0	0	0
138424	0	0	0	0
138524	0	0	0	0
138624	0	0	0	0
138724	0	0	0	0
138824	0	0	0	0
138924	0	0	0	0
139024	0	0	0	0
139124	0	0	0	0
139224	0	0	0	0
139324	0	0	0	0
139424	0	0	0	0
139524	0	0	0	0
139624	0	0	0	0
139724	0	0	0	0
139824	0	0	0	0
139924	0	0	0	0
140024	0	0	0	0
140124	0	0	0	0
140224	0	0	0	0
140324	0	0	0	0
140424	0	0	0	0
140524	0	0	0	0
140625	0	0	0	0
140724	0	0	0	0
140824	0	0	0	0
140924	0	0	0	0
141024	0	0	0	0
141124	0	0	0	0
141224	0	0	0	0
141325	0	0	0	0
141424	0	0	0	0
141524	0	0	0	0
141624	0	0	0	0
141725	0	0	0	0
141824	0	0	0	0
141924	0	19	0	0
142024	0	0	0	0
142124	0	0	0	0
142224	0	0	0	0
142324	0	0	0	0
142424	0	0	0	0
142524	0	0	0	0
142626	0	0	0	0
142724	0	0	0	0
142824	0	0	0	0
142924	0	0	0	0
143024	0	0	0	0
143124	0	0	0	0
